CUI,CUI_STR,LOINC_PART,LOINC_PART_NAME
C0805728,Complement C1 esterase inhibitor free Ab.IgG,LP37771-0,Complement C1 esterase inhibitor free Ab.IgG
C1545471,Clostridium botulinum toxin A+B+E+F+G,LP35011-3,Clostridium botulinum toxin A+B+E+F+G
C1979641,Blast cell positive for CD24 antigen,LP65927-3,Blasts.CD24
C3475948,I have trouble getting myself dressed in the past 7D,LP149023-6,I have trouble getting myself dressed in the past 7D
C0087111,Therapeutic procedure,LP75791-1,Treatments
C0087111,Therapeutic procedure,LP94823-9,Treatment
C0087111,Therapeutic procedure,LP75725-9,Therapies
C0087111,Therapeutic procedure,LP267354-1,Treatment
C0087111,Therapeutic procedure,LP267221-2,Therapy
C2708361,Risperidone & 9-Hydroxyrisperidone panel,LP93478-3,risperiDONE & 9-Hydroxyrisperidone panel
C3641163,In The Past 7 Days How Would You Rate Your Pain On Average,LP102774-9,How would you rate your pain on average in past 7D
C1441144,Reticulocytes.punctate,LP28534-3,Reticulocytes.punctate
C1718251,Pursues involvement in life of facility,LP75479-3,Pursues involvement in life of facility
C3258419,You don't have enough money to make a down payment on a home,LP130121-9,You don't have enough money to make a down payment on a home
C3475584,I am bothered by discomfort in my groin or legs in the past 7D,LP146298-7,I am bothered by discomfort in my groin or legs in the past 7D
C3476343,Nine-digit postal code,LP150088-5,Nine-digit postal code
C0021762,CD122 Antigens,LP37555-7,CD122 Ag
C0021762,CD122 Antigens,LP20059-9,CD122
C1441475,Amplification/Sequencing,LP6125-1,Amplification/Sequencing
C3533077,Pain severity - 0-10 verbal numeric rating,LP157783-4,Pain severity - 0-10 verbal numeric rating
C0303827,sec-Butyl acetate,LP18614-5,Sec-butyl acetate
C0369056,Creatine kinase.MB/Creatine kinase.total,LP307398-0,Creatine kinase.total/Creatine kinase.MB
C0369056,Creatine kinase.MB/Creatine kinase.total,LP307397-2,Creatine kinase.MB/Creatine kinase.total
C1370181,Octenedioate/Creatinine,LP286720-0,Octenedioate/Creatinine
C1954019,Influenza virus A+B RNA,LP62516-7,Influenza virus A+B RNA
C1954019,Influenza virus A+B RNA,LP220483-4,Influenza virus A & B RNA
C2924489,Nasion-glabella line to nasion-pronasale line,LP72640-3,Nasion-glabella line to nasion-pronasale line
C0006069,"Leukemia Virus, Bovine",LP14088-6,Bovine leukemia virus
C2599912,Platelet concentrate units,LP71079-5,Platelet concentrate units
C2963554,HEDIS 2010 Tests used in early prenatal care - Toxoplasma (PPC-C),LP101416-8,HEDIS 2010 Tests used in early prenatal care - Toxoplasma (PPC-C)
C2964106,I withdrew from other people in past 7D,LP103147-7,I withdrew from other people in past 7D
C2964235,My daytime activities are disturbed by poor sleep in past 7D,LP103203-8,My daytime activities are disturbed by poor sleep in past 7D
C1314993,Body circumference atomic,LP7766-1,General body circumference
C1148402,Orientia tsutsugamushi Karp Ab,LP39238-8,Orientia tsutsugamushi Karp Ab
C0449751,Radial deviation,LP266362-5,Radial deviation
C0236533,Entamoeba histolytica antibody,LP38034-2,Entamoeba histolytica Ab
C1508654,Orbit and Face,LP33495-0,Orbit+Face
C1508654,Orbit and Face,LP200564-5,Head>Orbit+Face
C1443079,Acer negundo antigen,LP13918-5,Acer negundo
C1508705,Thoracic Spine vessels,LP34003-1,Spine.thoracic vessels
C1508705,Thoracic Spine vessels,LP207321-3,Spine.thoracic vessels
C3174616,I get scared easily,LP118974-7,I get scared easily
C0037303,Bone structure of cranium,LP7154-0,Cranium
C2924197,Peanut (Arachis hypogaea) recombinant (rAra h) 2,LP99506-5,Arachis hypogaea recombinant (rAra h) 2
C3166863,Critical care medicine Attending,LP269868-8,Critical care medicine.attending
C1441049,Paragonimus sp,LP16732-7,Paragonimus sp
C1545302,"Follow-up (referred to) provider &or specialist, address",LP74061-0,"Follow-up (referred to) provider &or specialist, address"
C1717693,Chronic leukemia markers,LP36897-4,Chronic leukemia markers
C0489457,Breath rate special circumstances,LP73752-5,Breath rate special circumstances
C2707233,Octadecanedioylcarnitine (C18-DC),LP89655-2,Octadecanedioylcarnitine (C18-DC)
C2709181,Aspartate aminotransferase.total,LP89686-7,Aspartate aminotransferase.total
C2964242,My sleep was restless in past 7D,LP103187-3,My sleep was restless in past 7D
C0337514,Sister,LP281771-8,^Sister
C0337514,Sister,LP30278-3,Sister
C1953109,Valine/Amino acids.total,LP287352-1,Valine/Amino acids.total
C3166699,"When I talk, it isn't always easy for others to get a word in edgeways",LP118415-1,"When I talk, it isn't always easy for others to get a word in edgeways"
C0808264,Tidal volume setting,LP73516-4,Tidal volume setting
C0807589,QRS duration.lead V2,LP31039-8,QRS duration.lead V2
C0882902,Cells.CD55/100 cells,LP285562-7,Cells.CD55/100 cells
C2963426,Condylion to anterior nasal spine,LP101633-8,Condylion to anterior nasal spine
C2598173,Functional Status - Usual Performance,LP74877-9,Functional Status - Usual Performance
C3262001,I was able to stand up for myself in the past 7D,LP134470-6,I was able to stand up for myself in the past 7D
C1440308,CD42a cells,LP19054-3,Cells.CD42a
C0439603,Frequencies (time pattern),LP130485-8,Frequencies
C0439603,Frequencies (time pattern),LP187186-4,Freq
C1446736,Pinus virginiana antigen,LP19377-8,Pinus virginiana
C2734793,Bordetella parapertussis IgM,LP96156-2,Bordetella parapertussis Ab.IgM
C1431547,"CHD4 protein, human",LP230323-0,Mi-2 beta
C3533251,MAM-2201 pentanoate,LP157296-7,MAM-2201 pentanoate
C0552601,Resistivity index,LP73285-6,Resistivity index
C0489509,Fluid output.misc,LP76103-8,Fluid output.misc
C0882965,Chlamydophila pneumoniae IgM,LP37655-5,Chlamydophila pneumoniae Ab.IgM
C0883473,Cells.CD5+CD19+/100 cells,LP285549-4,Cells.CD5+CD19+/100 cells
C1508768,Spinal artery - right,LP30289-0,Spinal artery.right
C1508768,Spinal artery - right,LP249213-2,XXX>Spinal artery.right
C2963853,I could dry my back with a towel in past 7D,LP105034-5,I could dry my back with a towel in past 7D
C0806221,Glasgow coma score.eye opening,LP72641-1,Glasgow coma score.eye opening
C1268766,Blood pressure alteration (finding),LP74554-4,Blood pressure alteration
C0054164,brucellin,LP32636-0,Brucellin
C0807558,Q wave depth.lead II,LP31007-5,Q wave depth.lead II
C0552980,Streptococcus pneumoniae Danish serotype 18C Ab,LP39887-2,Streptococcus pneumoniae 56 Ab
C0552980,Streptococcus pneumoniae Danish serotype 18C Ab,LP39852-6,Streptococcus pneumoniae 18c Ab
C0552980,Streptococcus pneumoniae Danish serotype 18C Ab,LP250615-4,Streptococcus pneumoniae Danish serotype 18C Ab
C0805214,Azelate/Creatinine,LP285051-1,Azelate/Creatinine
C1115698,Melaleuca leucadendron basophil bound Ab,LP174410-3,Melaleuca leucadendron basophil bound Ab
C1317145,Bone height,LP72187-5,Bone height
C3475920,I have swelling in my stomach area in the past 7D,LP146287-0,I have swelling in my stomach area in the past 7D
C0242487,Living Arrangements,LP418339-0,Living arrangement
C0242487,Living Arrangements,LP96869-0,Living arrangements
C0446606,Subphrenic space,LP200023-2,Subphrenic space
C0446606,Subphrenic space,LP36524-4,Abdomen>Subphrenic space
C2599058,Basement membrane zone BP230 Ab.IgG,LP71408-6,Basement membrane zone BP230 Ab.IgG
C3476118,Motor arm,LP145906-6,Motor arm
C0018204,Granulomatous prostatitis,LP417882-0,Granulomatous prostatitis
C0808026,ST slope.lead I,LP31192-5,ST slope.lead I
C1115044,(Hordeum vulgare+Oryza sativa+Secale cereale+Triticum aestivum) Ab.IgE.RAST class,LP227490-2,(Hordeum vulgare+Oryza sativa+Secale cereale+Triticum aestivum) Ab.IgE.RAST class
C0486948,Human immunodeficiency virus 1 DNA,LP38424-5,HIV 1 DNA
C1443103,Alternaria alternata antigen,LP13946-6,Alternaria alternata
C1978615,Tetrahydrocorticosterone/Creatinine,LP287215-0,Tetrahydrocorticosterone/Creatinine
C2733806,Cholesterol/Phospholipid,LP285755-7,Cholesterol/Phospholipid
C3258198,Students are frequently rewarded or praised by faculty and staff for following school rules,LP133485-5,Students are frequently rewarded or praised by faculty and staff for following school rules
C3475395,"Cells.t(11;22)(q24;q12.2)(FLI1,EWSR1)/Cells.total",LP285692-2,"Cells.t(11;22)(q24;q12.2)(FLI1,EWSR1)/Cells.total"
C0487329,Penicillin G Ab.IgE,LP148275-3,Penicillin G Ab.IgE
C1829809,Lipemic Index,LP40393-8,Lipemic interference index
C3166824,Your child finds it easy to read between the lines when someone is talking to her or him,LP118455-7,Your child finds it easy to read between the lines when someone is talking to her or him
C0312399,"Alkaline phosphatase isoenzyme, bone fraction",LP15347-5,Alkaline phosphatase.bone
C0806317,HBB gene.p.Glu6Val,LP19720-9,HBB gene.p.Glu6Val
C0042890,Vitamins,LP31395-4,Vitamins
C0806513,Institution referred to,LP72815-1,Institution referred to
C0804943,2-Hydroxyglutarate/Creatinine,LP284699-8,2-Hydroxyglutarate/Creatinine
C2733792,Macular grid.outer nasal subfield thickness,LP97031-6,Macular grid.outer nasal subfield thickness
C0487044,Karaya gum Ab.IgE,LP148436-1,Karaya gum Ab.IgE
C1115362,Citrus reticulata Ab.IgE.RAST class,LP228052-9,Citrus reticulata Ab.IgE.RAST class
C3476470,Service comment 44,LP145440-6,Service comment 44
C1979563,9 PM specimen,LP65518-0,9 PM specimen
C1546047,30 minutes post dose xylose PO,LP35740-7,30M post dose xylose PO
C0042338,"herpesvirus 3, human",LP14853-3,Varicella zoster virus
C0947545,Left choroidea,LP29900-5,Choroidea.left
C1441741,Screen>25 ng/mL,LP6508-8,Screen>25 ng/mL
C1829927,Urinary function.behavior,LP56918-3,Urinary function.behavior
C2924555,Taenia solium larva DNA,LP100190-0,Taenia solium larva DNA
C1718542,Psittacid herpesvirus 1 Ab,LP39522-5,Psittacid herpesvirus 1 Ab
C0038532,Structure of subclavian vein,LP249570-5,Subclavian vein
C0038532,Structure of subclavian vein,LP32495-1,Subclavian vein
C0319629,Pichia kudriavzevii,LP145685-6,Candida krusei
C1065064,Ureaplasma parvum,LP145575-9,Ureaplasma parvum
C1976707,Alterability of physically abusive behavioral symptoms,LP74468-7,Alterability of physically abusive behavioral symptoms
C2735824,Chromosome 18 aneuploidy,LP97450-8,Chromosome 18 aneuploidy
C2737020,Gastroesophageal reflux disease &or ulcer in last 7D,LP90003-2,Gastroesophageal reflux disease &or pressure injury in last 7D
C0043454,Zearalenone,LP263232-3,Zearalenone
C2735205,Hepatitis C virus C1 Ab,LP96486-3,Hepatitis C virus c1 Ab
C3166794,Who smokes,LP114607-7,Who smokes
C3172489,Indexing - Indication,LP113722-5,Indexing - Indication
C3261697,I am able to perform my daily routines in the past 7D,LP134305-4,I am able to perform my daily routines in the past 7D
C0300759,Antigen in LW blood group system,LP38970-7,LW Ag
C0300759,Antigen in LW blood group system,LP15216-2,LW
C1649424,I group phenotype,LP36039-3,I group phenotype
C3259734,Chlorhexidine Ab.IgE,LP148264-7,Chlorhexidine Ab.IgE
C1546022,20 minutes pre XXX challenge,LP35517-9,20M pre XXX challenge
C3166945,Newborn screening report - overall interpretation,LP97105-8,Newborn screening report - overall interpretation
C3258155,Serotonin release.heparin.unfractionated & low molecular weight panel,LP135493-7,Serotonin release.heparin.unfractionated & low molecular weight panel
C3476795,Hypotonic dilution,LP148652-3,Hypotonic dilution
C0233681,Grandiose delusions,LP121748-0,Grandiose delusions
C0749659,Treatment Status,LP100472-2,Treatment status
C1626325,cefOXitin+Clavulanate,LP35845-4,cefOXitin+Clavulanate
C2923313,Penaeus aztecus tropomyosin recombinant (rPen a) 1 Ab.IgE,LP147956-9,Penaeus aztecus tropomyosin recombinant (rPen a) 1 Ab.IgE
C2964006,I had trouble getting into a comfortable position to sleep in past 7D,LP103196-4,I had trouble getting into a comfortable position to sleep in past 7D
C3173638,For how many Y have you had this cough,LP115870-0,For how many Y have you had this cough
C3475462,Hantavirus saaremaa,LP145683-1,Hantavirus saaremaa
C0805623,Chlamydia trachomatis G+F+K Ab.IgG,LP37641-5,Chlamydia trachomatis G+F+K Ab.IgG
C1439334,GLA gene,LP31872-2,GLA gene
C0017628,glyburide,LP14720-4,glyBURIDE
C0046200,2-hydroxyestrone,LP64855-7,2-Hydroxyestrone
C0178802,Pleural cavity,LP199940-0,Pleural space
C0178802,Pleural cavity,LP7485-8,Pleural space
C0486934,Hexacarboxylporphyrin,LP31845-8,Hexacarboxylporphyrins
C0486934,Hexacarboxylporphyrin,LP15154-5,Hexaporphyrin
C0486934,Hexacarboxylporphyrin,LP17895-1,Hexacarboxylporphyrin
C1116459,Tibioperoneal vessels,LP207355-1,Tibioperoneal vessels
C1116459,Tibioperoneal vessels,LP30424-3,Tibioperoneal vessels
C1116459,Tibioperoneal vessels,LP207354-4,Lower extremity>Tibioperoneal vessels
C0486913,Hematologic+Nuclear elements.microscopic observation,LP14869-9,Hematologic+Nuclear elements.microscopic observation
C0557094,Number of siblings,LP72993-6,Number of brothers and sisters
C1384666,hearing impairment,LP56780-7,Hearing loss
C1953754,Benzylpenicilloyl-polylysine leukotriene release,LP227769-9,Benzylpenicilloyl-polylysine leukotriene release
C0053622,biochanin A,LP14084-5,Biochanin A
C0947271,Accommodation width.relative,LP72044-8,Accommodation width.relative
C1441877,Ultrasound.estimated from Alexander 1996,LP32290-6,US.estimated from Alexander 1996
C2964103,I was too tired to take a bath or shower in past 7D,LP103306-9,I was too tired to take a bath or shower in past 7D
C3258308,Volume expired during 0.5 s of forced expiration,LP140651-3,Volume expired during 0.5 s of forced expiration
C0369341,Human herpes simplex virus antibody,LP38356-9,Herpes simplex virus Ab
C0552993,Streptococcus pneumoniae Danish serotype 9N Ab,LP249087-0,Streptococcus pneumoniae Danish serotype 9N Ab
C0552993,Streptococcus pneumoniae Danish serotype 9N Ab,LP39910-2,Streptococcus pneumoniae 9n Ab
C1441490,Autorefractor.auto,LP32196-5,Autorefractor.auto
C1421175,TRPS1 gene,LP34984-2,TRPS1 gene
C3176973,Do you feel pain in your chest when you do physical activity,LP125031-7,Do you feel pain in your chest when you do physical activity
C0052055,Glomerular basement membrane antibody,LP38249-6,Glomerular basement membrane Ab
C0313676,Blood group antibody Xg^a^,LP40176-7,X little g super little a Ab
C0883343,Rinderpest virus Ab,LP39615-7,Rinderpest virus Ab
C1650345,Oxacillin Resistant Staphylococcus sp,LP36347-0,Staphylococcus sp.oxacillin resistant
C2735207,Hepatitis C virus C2 Ab,LP96487-1,Hepatitis C virus c2 Ab
C0290022,"MIA protein, human",LP31723-7,Melanoma inhibitory activity protein
C0677647,Mevalonate,LP18444-7,Mevalonate
C1718002,Lifetime occupations,LP75026-2,Lifetime occupations
C2923773,Leptospira interrogans serovar Tarassovi Ab,LP100066-2,Leptospira interrogans serovar Tarassovi Ab
C1327810,Chromosome 1 Short Arm,LP36880-0,1p chromosome
C0022868,Labor Onset,LP172832-0,Onset of labor
C0870992,Observer,LP130351-2,Observer
C0870992,Observer,LP281764-3,^Observer
C0319205,Bovine adenovirus,LP20787-5,Bovine adenovirus
C0947120,Right eye lid,LP29963-3,Eye lid.right
C0932074,Midfoot region of foot,LP199992-1,Midfoot
C1317875,{Tooth}.{probe site},LP76037-8,{Tooth}.{probe site}
C0017189,Gastrointestinal tract structure,LP76054-3,Gastrointestinal tract
C0017189,Gastrointestinal tract structure,LP208558-9,Gastrointestinal tract
C1440796,Human papilloma virus 43,LP19184-8,Human papilloma virus 43
C1545825,VA C&P exam.initial evaluation post-traumatic stress disorder note,LP73622-0,VA C&P exam.initial evaluation post-traumatic stress disorder note
C1718346,"Special treatments, procedures and programs",LP261310-9,"Special treatments, procedures, and programs"
C1718346,"Special treatments, procedures and programs",LP75657-4,"Special treatments, procedures and programs"
C0048678,4-phenylenediamine,LP419922-2,Paraphenylenediamine
C0048678,4-phenylenediamine,LP34855-4,"1,4-Benzenediamine"
C2706099,Behavioral Signs & Symptoms,LP74543-7,Behavioral Signs & Symptoms
C1829517,1 hour post dose glucagon,LP61847-7,1H post dose glucagon
C2737010,Facial expressions of pain in last 5D,LP90056-0,Facial expressions of pain in last 5D
C3174666,T-cell helper (CD4) subset panel,LP121007-1,T-cell helper (CD4) subset panel
C1516240,Capacity,LP72218-8,Capacity
C1545618,Views + inlet + outlet,LP33629-4,Views inlet + outlet
C1545618,Views + inlet + outlet,LP35216-8,Views + inlet + outlet
C1116361,Prunus domestica pollen Ab.IgE,LP148505-3,Prunus domestica pollen Ab.IgE
C3165664,PhenX - environmental exposures - occupation - occupation history protocol,LP111700-3,PhenX - environmental exposures - occupation - occupation history protocol 060501
C0055633,Chromogranin A,LP14652-9,Chromogranin A
C0487636,Synaptophysin antigen,LP39943-3,Synaptophysin Ag
C1821417,RESTING HEART RATE,LP308218-9,Heart rate^resting
C2598183,Level of independence on longest distance wheeled,LP75024-7,Level of independence on longest distance wheeled
C3476552,"t(11;17)(q23;q21)(MLL,MLLT6)",LP146053-6,"t(11;17)(q23;q21)(MLL,MLLT6)"
C0007507,"Antigens, CD25",LP37562-3,CD25 Ag
C0007507,"Antigens, CD25",LP18343-1,CD25
C3483756,Erythropoiesis-stimulating agent panel,LP149748-8,Erythropoiesis-stimulating agent panel
C0064833,Leukocyte Elastase,LP15547-0,Elastase.leukocyte
C0449943,Serotype,LP134392-2,serovar
C0449943,Serotype,LP29274-5,serotype
C2963696,"How often did you drink espresso and espresso drinks, not decaffeinated (latte, mocha, americano)",LP102681-6,"How often did you drink espresso and espresso drinks, not decaffeinated (latte, mocha, americano)"
C0807792,S wave amplitude.lead AVR,LP31126-3,S wave amplitude.lead AVR
