PheCode.x	PheCode_desc.x	PheCode.y	PheCode_desc.y
PheCode:716.1	Unspecified polyarthropathy or polyarthritis	PheCode:727.2	Bursitis disorders
PheCode:716.1	Unspecified polyarthropathy or polyarthritis	PheCode:727	Other disorders of synovium, tendon, and bursa
PheCode:716.1	Unspecified polyarthropathy or polyarthritis	PheCode:726.3	Bursitis
PheCode:713	Arthropathy associated with other disorders classified elsewhere	PheCode:727.2	Bursitis disorders
PheCode:713	Arthropathy associated with other disorders classified elsewhere	PheCode:727	Other disorders of synovium, tendon, and bursa
PheCode:713	Arthropathy associated with other disorders classified elsewhere	PheCode:726.3	Bursitis
PheCode:727.2	Bursitis disorders	PheCode:727	Other disorders of synovium, tendon, and bursa
PheCode:727.2	Bursitis disorders	PheCode:726.3	Bursitis
PheCode:716	Other arthropathies	PheCode:727.2	Bursitis disorders
PheCode:716	Other arthropathies	PheCode:727	Other disorders of synovium, tendon, and bursa
PheCode:716	Other arthropathies	PheCode:726.3	Bursitis
PheCode:586	Other disorders of the kidney and ureters	PheCode:275.5	Disorders of calcium/phosphorus metabolism
PheCode:275	Disorders of mineral metabolism	PheCode:275.5	Disorders of calcium/phosphorus metabolism
PheCode:275.6	Hypercalcemia	PheCode:275.5	Disorders of calcium/phosphorus metabolism
PheCode:759.1	Anomalies of endocrine glands, congenital	PheCode:195.1	Malignant neoplasm, other
PheCode:189.4	Malignant neoplasm of other urinary organs	PheCode:195.1	Malignant neoplasm, other
PheCode:229	Benign neoplasm of unspecified sites	PheCode:195.1	Malignant neoplasm, other
PheCode:189	Cancer of urinary organs (incl. kidney and bladder)	PheCode:195.1	Malignant neoplasm, other
PheCode:199	Neoplasm of uncertain behavior	PheCode:195.1	Malignant neoplasm, other
PheCode:191.1	Cancer of brain and nervous system	PheCode:195.1	Malignant neoplasm, other
PheCode:198	Secondary malignant neoplasm	PheCode:195.1	Malignant neoplasm, other
PheCode:526.1	Cysts of the jaws	PheCode:195.1	Malignant neoplasm, other
PheCode:195.3	Malignant neoplasm of head, face, and neck	PheCode:195.1	Malignant neoplasm, other
PheCode:170.2	Cancer of connective tissue	PheCode:195.1	Malignant neoplasm, other
PheCode:172	Skin cancer	PheCode:195.1	Malignant neoplasm, other
PheCode:165	Cancer within the respiratory system	PheCode:195.1	Malignant neoplasm, other
PheCode:164	Cancer of intrathoracic organs	PheCode:195.1	Malignant neoplasm, other
PheCode:112.3	Candidiasis of skin and nails	PheCode:112	Candidiasis
PheCode:112	Candidiasis	PheCode:112.3	Candidiasis of skin and nails
PheCode:110.1	Dermatophytosis	PheCode:112.3	Candidiasis of skin and nails
PheCode:110.2	Dermatomycoses	PheCode:112.3	Candidiasis of skin and nails
PheCode:110	Dermatophytosis / Dermatomycosis	PheCode:112.3	Candidiasis of skin and nails
PheCode:008	Intestinal infection	PheCode:112	Candidiasis
PheCode:614.52	Vaginitis and vulvovaginitis	PheCode:112	Candidiasis
PheCode:686.5	Pyoderma	PheCode:686.1	Carbuncle and furuncle
PheCode:184.2	Cancer of other female genital organs (excluding uterus and ovary)	PheCode:195.1	Malignant neoplasm, other
PheCode:174	Breast cancer	PheCode:195.1	Malignant neoplasm, other
PheCode:185	Cancer of prostate	PheCode:195.1	Malignant neoplasm, other
PheCode:189.21	Malignant neoplasm of bladder	PheCode:195.1	Malignant neoplasm, other
PheCode:172.21	Basal cell carcinoma	PheCode:195.1	Malignant neoplasm, other
PheCode:174.1	Breast cancer [female]	PheCode:195.1	Malignant neoplasm, other
PheCode:189.11	Malignant neoplasm of kidney, except pelvis	PheCode:195.1	Malignant neoplasm, other
PheCode:187.1	Malignant neoplasm of unspecified male genital organ	PheCode:195.1	Malignant neoplasm, other
PheCode:153	Colorectal cancer	PheCode:153.2	Colon cancer
PheCode:158	Neoplasm of unspecified nature of digestive system	PheCode:153.2	Colon cancer
PheCode:153.3	Malignant neoplasm of rectum, rectosigmoid junction, and anus	PheCode:153.2	Colon cancer
PheCode:208	Benign neoplasm of colon	PheCode:153.2	Colon cancer
PheCode:165	Cancer within the respiratory system	PheCode:149.4	Cancer of larynx
PheCode:565	Anal and rectal conditions	PheCode:153.3	Malignant neoplasm of rectum, rectosigmoid junction, and anus
PheCode:153	Colorectal cancer	PheCode:153.3	Malignant neoplasm of rectum, rectosigmoid junction, and anus
PheCode:153.2	Colon cancer	PheCode:153.3	Malignant neoplasm of rectum, rectosigmoid junction, and anus
PheCode:158	Neoplasm of unspecified nature of digestive system	PheCode:153.3	Malignant neoplasm of rectum, rectosigmoid junction, and anus
PheCode:689	Disorder of skin and subcutaneous tissue NOS	PheCode:172	Skin cancer
PheCode:702.1	Actinic keratosis	PheCode:172	Skin cancer
PheCode:216	Benign neoplasm of skin	PheCode:172	Skin cancer
PheCode:728.71	Contracture of palmar fascia [Dupuytren's disease]	PheCode:172	Skin cancer
PheCode:229	Benign neoplasm of unspecified sites	PheCode:172	Skin cancer
PheCode:938	Dermatitis due to solar radiation	PheCode:172	Skin cancer
PheCode:195.1	Malignant neoplasm, other	PheCode:172	Skin cancer
PheCode:195.1	Malignant neoplasm, other	PheCode:172.21	Basal cell carcinoma
PheCode:165	Cancer within the respiratory system	PheCode:165.1	Cancer of bronchus; lung
PheCode:164	Cancer of intrathoracic organs	PheCode:165.1	Cancer of bronchus; lung
PheCode:174.11	Malignant neoplasm of female breast	PheCode:174.1	Breast cancer [female]
PheCode:189.12	Malignant neoplasm of renal pelvis	PheCode:189.11	Malignant neoplasm of kidney, except pelvis
PheCode:194	Cancer of other endocrine glands	PheCode:189.11	Malignant neoplasm of kidney, except pelvis
PheCode:425.2	Secondary/extrinsic cardiomyopathies	PheCode:425.8	Other cardiomyopathy
PheCode:440	Atherosclerosis	PheCode:433.1	Occlusion and stenosis of precerebral arteries
PheCode:569	Other disorders of intestine	PheCode:557.1	Celiac disease
PheCode:557	Intestinal malabsorption (non-celiac)	PheCode:557.1	Celiac disease
PheCode:681.2	Cellulitis and abscess of face/neck	PheCode:681	Superficial cellulitis and abscess
PheCode:369	Infection of the eye	PheCode:681	Superficial cellulitis and abscess
PheCode:695.2	Bullous dermatoses	PheCode:681	Superficial cellulitis and abscess
PheCode:337.1	Peripheral autonomic neuropathy	PheCode:292	Neurological disorders
PheCode:337.1	Peripheral autonomic neuropathy	PheCode:349	Other and unspecified disorders of the nervous system
PheCode:352.1	Trigeminal nerve disorders [CN5]	PheCode:292	Neurological disorders
PheCode:352.1	Trigeminal nerve disorders [CN5]	PheCode:349	Other and unspecified disorders of the nervous system
PheCode:349	Other and unspecified disorders of the nervous system	PheCode:292	Neurological disorders
PheCode:337	Disorders of the autonomic nervous system	PheCode:292	Neurological disorders
PheCode:337	Disorders of the autonomic nervous system	PheCode:349	Other and unspecified disorders of the nervous system
PheCode:348.9	Other conditions of brain, NOS	PheCode:292	Neurological disorders
PheCode:348.9	Other conditions of brain, NOS	PheCode:349	Other and unspecified disorders of the nervous system
PheCode:292	Neurological disorders	PheCode:349	Other and unspecified disorders of the nervous system
PheCode:377.3	Optic neuritis/neuropathy	PheCode:292	Neurological disorders
PheCode:377.3	Optic neuritis/neuropathy	PheCode:349	Other and unspecified disorders of the nervous system
PheCode:053.1	Herpes zoster with nervous system complications	PheCode:292	Neurological disorders
PheCode:053.1	Herpes zoster with nervous system complications	PheCode:349	Other and unspecified disorders of the nervous system
PheCode:348.8	Encephalopathy, not elsewhere classified	PheCode:292	Neurological disorders
PheCode:348.8	Encephalopathy, not elsewhere classified	PheCode:349	Other and unspecified disorders of the nervous system
PheCode:344	Other paralytic syndromes	PheCode:292	Neurological disorders
PheCode:344	Other paralytic syndromes	PheCode:349	Other and unspecified disorders of the nervous system
PheCode:334	Degenerative disease of the spinal cord	PheCode:292	Neurological disorders
PheCode:334	Degenerative disease of the spinal cord	PheCode:349	Other and unspecified disorders of the nervous system
PheCode:907	Injuries to the nervous system	PheCode:292	Neurological disorders
PheCode:907	Injuries to the nervous system	PheCode:349	Other and unspecified disorders of the nervous system
PheCode:333	Extrapyramidal disease and abnormal movement disorders	PheCode:334.1	Spinocerebellar disease
PheCode:350	Abnormal movement	PheCode:334.1	Spinocerebellar disease
PheCode:433.2	Occlusion of cerebral arteries	PheCode:446.9	Arteritis NOS
PheCode:433	Cerebrovascular disease	PheCode:446.9	Arteritis NOS
PheCode:433.3	Cerebral ischemia	PheCode:446.9	Arteritis NOS
PheCode:433.5	Cerebral aneurysm	PheCode:433	Cerebrovascular disease
PheCode:414.2	ASCVD	PheCode:433.12	Cerebral atherosclerosis
PheCode:440	Atherosclerosis	PheCode:433.12	Cerebral atherosclerosis
PheCode:433.3	Cerebral ischemia	PheCode:433.2	Occlusion of cerebral arteries
PheCode:433	Cerebrovascular disease	PheCode:433.2	Occlusion of cerebral arteries
PheCode:433.2	Occlusion of cerebral arteries	PheCode:433.21	Cerebral artery occlusion, with cerebral infarction
PheCode:433	Cerebrovascular disease	PheCode:433.21	Cerebral artery occlusion, with cerebral infarction
PheCode:290.16	Vascular dementia	PheCode:433.21	Cerebral artery occlusion, with cerebral infarction
PheCode:433.3	Cerebral ischemia	PheCode:433.21	Cerebral artery occlusion, with cerebral infarction
PheCode:433	Cerebrovascular disease	PheCode:433.3	Cerebral ischemia
PheCode:433.31	Transient cerebral ischemia	PheCode:433.3	Cerebral ischemia
PheCode:411.9	Other acute and subacute forms of ischemic heart disease	PheCode:433.3	Cerebral ischemia
PheCode:459.9	Circulatory disease NEC	PheCode:433.3	Cerebral ischemia
PheCode:433.2	Occlusion of cerebral arteries	PheCode:433.3	Cerebral ischemia
PheCode:433.1	Occlusion and stenosis of precerebral arteries	PheCode:433.31	Transient cerebral ischemia
PheCode:433.21	Cerebral artery occlusion, with cerebral infarction	PheCode:433.31	Transient cerebral ischemia
PheCode:433.2	Occlusion of cerebral arteries	PheCode:433.31	Transient cerebral ischemia
PheCode:433.3	Cerebral ischemia	PheCode:433.31	Transient cerebral ischemia
PheCode:344	Other paralytic syndromes	PheCode:343	Infantile cerebral palsy
PheCode:433.21	Cerebral artery occlusion, with cerebral infarction	PheCode:433	Cerebrovascular disease
PheCode:440	Atherosclerosis	PheCode:433	Cerebrovascular disease
PheCode:430	Intracranial hemorrhage	PheCode:433	Cerebrovascular disease
PheCode:290.16	Vascular dementia	PheCode:433	Cerebrovascular disease
PheCode:433.3	Cerebral ischemia	PheCode:433	Cerebrovascular disease
PheCode:433.2	Occlusion of cerebral arteries	PheCode:433	Cerebrovascular disease
PheCode:446.9	Arteritis NOS	PheCode:433	Cerebrovascular disease
PheCode:907	Injuries to the nervous system	PheCode:433	Cerebrovascular disease
PheCode:430.2	Intracerebral hemorrhage	PheCode:433	Cerebrovascular disease
PheCode:348.9	Other conditions of brain, NOS	PheCode:433	Cerebrovascular disease
PheCode:348.8	Encephalopathy, not elsewhere classified	PheCode:433	Cerebrovascular disease
PheCode:182	Malignant neoplasm of uterus	PheCode:180.1	Cervical cancer
PheCode:619.3	Noninflammatory disorders of cervix	PheCode:622.2	Mucous polyp of cervix
PheCode:622.1	Polyp of corpus uteri	PheCode:622.2	Mucous polyp of cervix
PheCode:619.3	Noninflammatory disorders of cervix	PheCode:614.51	Cervicitis and endocervicitis
PheCode:090.2	Gonococcal infections	PheCode:614.51	Cervicitis and endocervicitis
PheCode:766	Neuralgia, neuritis, and radiculitis NOS	PheCode:351	Other peripheral nerve disorders
PheCode:357	Inflammatory and toxic neuropathy	PheCode:351	Other peripheral nerve disorders
PheCode:353.1	Nerve plexus lesions	PheCode:351	Other peripheral nerve disorders
PheCode:614.51	Cervicitis and endocervicitis	PheCode:619.3	Noninflammatory disorders of cervix
PheCode:619.2	Disorders of uterus, NEC	PheCode:619.3	Noninflammatory disorders of cervix
PheCode:622.2	Mucous polyp of cervix	PheCode:619.3	Noninflammatory disorders of cervix
PheCode:636.8	Cervical incompetence	PheCode:619.3	Noninflammatory disorders of cervix
PheCode:619.3	Noninflammatory disorders of cervix	PheCode:636.8	Cervical incompetence
PheCode:134.1	Intestinal helminthiases	PheCode:134	Helminthiases
PheCode:134	Helminthiases	PheCode:134.1	Intestinal helminthiases
PheCode:041	Bacterial infection NOS	PheCode:090	Sexually transmitted infections (not HIV or hepatitis)
PheCode:357	Inflammatory and toxic neuropathy	PheCode:356	Hereditary and idiopathic peripheral neuropathy
PheCode:938	Dermatitis due to solar radiation	PheCode:528.5	Diseases of lips
PheCode:702.1	Actinic keratosis	PheCode:528.5	Diseases of lips
PheCode:695.2	Bullous dermatoses	PheCode:079.1	Varicella infection
PheCode:349	Other and unspecified disorders of the nervous system	PheCode:315	Develomental delays and disorders
PheCode:292	Neurological disorders	PheCode:315	Develomental delays and disorders
PheCode:313.3	Autism	PheCode:313	Pervasive developmental disorders
PheCode:596	Other disorders of bladder	PheCode:574.1	Cholelithiasis
PheCode:701.1	Keratoderma, acquired	PheCode:385.3	Cholesteatoma
PheCode:385	Other disorders of middle ear and mastoid	PheCode:385.3	Cholesteatoma
PheCode:170.2	Cancer of connective tissue	PheCode:170.1	Bone cancer
PheCode:363.4	Choroidal degenerations	PheCode:363	Chorioretinal inflammations, scars, and other disorders of choroid
PheCode:371	Inflammation of the eye	PheCode:363	Chorioretinal inflammations, scars, and other disorders of choroid
PheCode:362.27	Drusen (degenerative) of retina	PheCode:363	Chorioretinal inflammations, scars, and other disorders of choroid
PheCode:371.1	Uveitis, noninfectious or NOS	PheCode:363	Chorioretinal inflammations, scars, and other disorders of choroid
PheCode:446.9	Arteritis NOS	PheCode:371	Inflammation of the eye
PheCode:371.1	Uveitis, noninfectious or NOS	PheCode:371	Inflammation of the eye
PheCode:363	Chorioretinal inflammations, scars, and other disorders of choroid	PheCode:371	Inflammation of the eye
PheCode:333	Extrapyramidal disease and abnormal movement disorders	PheCode:313.2	Tics and stuttering
PheCode:350	Abnormal movement	PheCode:313.2	Tics and stuttering
PheCode:573	Other disorders of liver	PheCode:571.51	Cirrhosis of liver without mention of alcohol
PheCode:317.11	Alcoholic liver damage	PheCode:571.51	Cirrhosis of liver without mention of alcohol
PheCode:300.12	Agorophobia, social phobia, and panic disorder	PheCode:300.13	Phobia
PheCode:136	Other infectious and parasitic diseases	PheCode:117.2	Coccidioidomycosis
PheCode:134	Helminthiases	PheCode:117.2	Coccidioidomycosis
PheCode:132	Infestation (lice, mites)	PheCode:117.2	Coccidioidomycosis
PheCode:510	Other diseases of lung	PheCode:514.2	Solitary pulmonary nodule
PheCode:753.2	Congenital anomalies of posterior segment of eye	PheCode:753	Congenital anomalies of the eye
PheCode:367.9	Blindness and low vision	PheCode:368.5	Color vision deficiencies
PheCode:153.2	Colon cancer	PheCode:153	Colorectal cancer
PheCode:153.3	Malignant neoplasm of rectum, rectosigmoid junction, and anus	PheCode:153	Colorectal cancer
PheCode:158	Neoplasm of unspecified nature of digestive system	PheCode:153	Colorectal cancer
PheCode:208	Benign neoplasm of colon	PheCode:153	Colorectal cancer
PheCode:569	Other disorders of intestine	PheCode:153	Colorectal cancer
PheCode:472	Chronic pharyngitis and nasopharyngitis	PheCode:465	Acute upper respiratory infections of multiple or unspecified sites
PheCode:348.8	Encephalopathy, not elsewhere classified	PheCode:331.1	Hydrocephalus
PheCode:752.2	Other specified congenital anomalies of nervous system	PheCode:331.1	Hydrocephalus
PheCode:348.9	Other conditions of brain, NOS	PheCode:331.1	Hydrocephalus
PheCode:907	Injuries to the nervous system	PheCode:331.1	Hydrocephalus
PheCode:759	Other and unspecified congenital anomalies	PheCode:750.13	Congenital anomalies of mouth/tongue
PheCode:371	Inflammation of the eye	PheCode:372	Disorders of conjunctiva
PheCode:369.5	Conjunctivitis, infectious	PheCode:372	Disorders of conjunctiva
PheCode:371.21	Allergic conjunctivitis	PheCode:371	Inflammation of the eye
PheCode:371.21	Allergic conjunctivitis	PheCode:369.5	Conjunctivitis, infectious
PheCode:369.2	Eye infection, viral	PheCode:371	Inflammation of the eye
PheCode:369.2	Eye infection, viral	PheCode:369.5	Conjunctivitis, infectious
PheCode:372	Disorders of conjunctiva	PheCode:371	Inflammation of the eye
PheCode:372	Disorders of conjunctiva	PheCode:369.5	Conjunctivitis, infectious
PheCode:371	Inflammation of the eye	PheCode:371.21	Allergic conjunctivitis
PheCode:369.5	Conjunctivitis, infectious	PheCode:371.21	Allergic conjunctivitis
PheCode:369.5	Conjunctivitis, infectious	PheCode:369.2	Eye infection, viral
PheCode:371	Inflammation of the eye	PheCode:369.2	Eye infection, viral
PheCode:369	Infection of the eye	PheCode:369.2	Eye infection, viral
PheCode:728.71	Contracture of palmar fascia [Dupuytren's disease]	PheCode:739	Contracture of joint
PheCode:364.2	Corneal edema	PheCode:364	Corneal opacity and other disorders of cornea
PheCode:364.4	Corneal degenerations	PheCode:364	Corneal opacity and other disorders of cornea
